ID, IDREF, IDNUM, EventoStart, EventoEnd, TipoStart, TipoEnd, Distance_m, X_Start, Y_Start, X_End, Y_End 
83,460071028F,16,18,19,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
84,460071028F,16,19,20,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
85,460071028F,16,20,20,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
86,47002CC8DC,17,0,1,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
87,47002CC8DC,17,1,2,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
88,47002CC8DC,17,2,4,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
89,47002CC8DC,17,4,5,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
90,47002CC8DC,17,5,5,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
91,47002CC9BE,18,0,0,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
92,47002CD871,19,0,1,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
93,47002CD871,19,1,8,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
94,47002CD871,19,8,11,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
95,47002CD871,19,11,13,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
96,47002CD871,19,13,14,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
97,47002CD871,19,14,15,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
98,47002CD871,19,15,16,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
99,47002CD871,19,16,16,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
100,47002CD91D,20,0,1,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
101,47002CD91D,20,1,2,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
102,47002CD91D,20,2,3,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
103,47002CD91D,20,3,6,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
104,47002CD91D,20,6,7,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
105,47002CD91D,20,7,8,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
106,47002CD91D,20,8,14,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
107,47002CD91D,20,14,15,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
108,47002CD91D,20,15,16,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
109,47002CD91D,20,16,16,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
110,47002CDC69,21,0,11,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
